root - INFO - GridSearch Tuner 3MM - 2023-08-02 18:23:32.604860
autotvm - DEBUG - waiting for device...
autotvm - DEBUG - device available
autotvm - INFO - Get devices for measurement successfully!
autotvm - DEBUG - No: 1	GFLOPS: 2.19/2.19	result: MeasureResult(costs=(2.7405856319999997,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.8867714405059814, timestamp=1691018623.6657186)	[('tile_y', 1), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,0
autotvm - DEBUG - No: 2	GFLOPS: 2.18/2.19	result: MeasureResult(costs=(2.755330362,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.862553596496582, timestamp=1691018629.486469)	[('tile_y', 2), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,1
autotvm - DEBUG - No: 3	GFLOPS: 2.18/2.19	result: MeasureResult(costs=(2.748175023,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.896683692932129, timestamp=1691018635.2517312)	[('tile_y', 4), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,2
autotvm - DEBUG - No: 4	GFLOPS: 2.12/2.19	result: MeasureResult(costs=(2.827253457,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.101031064987183, timestamp=1691018641.260781)	[('tile_y', 5), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,3
autotvm - DEBUG - No: 5	GFLOPS: 2.13/2.19	result: MeasureResult(costs=(2.814189314,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.944592475891113, timestamp=1691018647.1512187)	[('tile_y', 8), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,4
autotvm - DEBUG - No: 6	GFLOPS: 2.17/2.19	result: MeasureResult(costs=(2.76689556,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.847355842590332, timestamp=1691018652.9609592)	[('tile_y', 10), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,5
autotvm - DEBUG - No: 7	GFLOPS: 2.15/2.19	result: MeasureResult(costs=(2.7848539999999997,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.86793327331543, timestamp=1691018658.780159)	[('tile_y', 16), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,6
autotvm - DEBUG - No: 8	GFLOPS: 2.08/2.19	result: MeasureResult(costs=(2.877865848,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.079737663269043, timestamp=1691018664.7294207)	[('tile_y', 20), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,7
autotvm - DEBUG - No: 9	GFLOPS: 2.15/2.19	result: MeasureResult(costs=(2.7877937499999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.985897541046143, timestamp=1691018670.5621405)	[('tile_y', 25), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,8
autotvm - DEBUG - No: 10	GFLOPS: 2.03/2.19	result: MeasureResult(costs=(2.9487620000000003,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.086148977279663, timestamp=1691018676.5689971)	[('tile_y', 40), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,9
autotvm - DEBUG - No: 11	GFLOPS: 1.81/2.19	result: MeasureResult(costs=(3.3208206110000003,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.518507957458496, timestamp=1691018682.9911265)	[('tile_y', 50), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,10
autotvm - DEBUG - No: 12	GFLOPS: 2.07/2.19	result: MeasureResult(costs=(2.899972546,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.0388946533203125, timestamp=1691018688.952303)	[('tile_y', 80), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,11
autotvm - DEBUG - No: 13	GFLOPS: 2.14/2.19	result: MeasureResult(costs=(2.79876168,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.888076066970825, timestamp=1691018694.8098433)	[('tile_y', 100), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,12
autotvm - DEBUG - No: 14	GFLOPS: 2.15/2.19	result: MeasureResult(costs=(2.786133953,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.941467046737671, timestamp=1691018700.680898)	[('tile_y', 125), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,13
autotvm - DEBUG - No: 15	GFLOPS: 2.07/2.19	result: MeasureResult(costs=(2.892672543,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.055335760116577, timestamp=1691018706.6890485)	[('tile_y', 200), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,14
autotvm - DEBUG - No: 16	GFLOPS: 2.14/2.19	result: MeasureResult(costs=(2.799334919,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.1006622314453125, timestamp=1691018712.719028)	[('tile_y', 250), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,15
autotvm - DEBUG - No: 17	GFLOPS: 2.11/2.19	result: MeasureResult(costs=(2.837290067,), error_no=MeasureErrorNo.NO_ERROR, all_cost=6.271912097930908, timestamp=1691018718.656186)	[('tile_y', 400), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,16
autotvm - DEBUG - No: 18	GFLOPS: 2.09/2.19	result: MeasureResult(costs=(2.8747986780000003,), error_no=MeasureErrorNo.NO_ERROR, all_cost=5.992136716842651, timestamp=1691018724.5824046)	[('tile_y', 500), ('tile_x', 1), ('tile_y1', 1), ('tile_x1', 1), ('tile_y2', 1), ('tile_x2', 1)],None,17
